Lenet_r
Epoch [1/75], Loss: 0.0346, val_loss: 0.0321, val_acc: 0.2811
Epoch [63/75], Loss: 0.0142, val_loss: 0.0162, val_acc: 0.6400
Epoch [64/75], Loss: 0.0142, val_loss: 0.0161, val_acc: 0.6399
Epoch [65/75], Loss: 0.0141, val_loss: 0.0155, val_acc: 0.6483
Epoch [66/75], Loss: 0.0141, val_loss: 0.0158, val_acc: 0.6461
Epoch [67/75], Loss: 0.0140, val_loss: 0.0165, val_acc: 0.6345
Epoch [68/75], Loss: 0.0140, val_loss: 0.0189, val_acc: 0.5915
Epoch [69/75], Loss: 0.0139, val_loss: 0.0190, val_acc: 0.5941
Epoch [70/75], Loss: 0.0138, val_loss: 0.0171, val_acc: 0.6165
Epoch [71/75], Loss: 0.0137, val_loss: 0.0182, val_acc: 0.6059
Epoch [72/75], Loss: 0.0137, val_loss: 0.0155, val_acc: 0.6503
Epoch [73/75], Loss: 0.0136, val_loss: 0.0155, val_acc: 0.6507
Epoch [74/75], Loss: 0.0135, val_loss: 0.0158, val_acc: 0.6452
Epoch [75/75], Loss: 0.0134, val_loss: 0.0157, val_acc: 0.6475
elapsed time per epoch: 2.35
test_accuracy: 64.64 %
