Lenet
Epoch [1/100], Loss: 0.0360, val_loss: 0.0361, val_acc: 0.1161
Epoch [96/100], Loss: 0.0128, val_loss: 0.0193, val_acc: 0.5957
Epoch [97/100], Loss: 0.0128, val_loss: 0.0186, val_acc: 0.5996
Epoch [98/100], Loss: 0.0126, val_loss: 0.0183, val_acc: 0.6059
Epoch [99/100], Loss: 0.0126, val_loss: 0.0185, val_acc: 0.6103
Epoch [100/100], Loss: 0.0125, val_loss: 0.0191, val_acc: 0.6034
elapsed time per epoch: 2.35
test_accuracy: 59.97 %
Mobilenet
Epoch [1/50], Loss: 0.0312, val_loss: 0.0289, val_acc: 0.2752
Epoch [2/50], Loss: 0.0258, val_loss: 0.0245, val_acc: 0.4224
Epoch [3/50], Loss: 0.0230, val_loss: 0.0217, val_acc: 0.4941
Epoch [4/50], Loss: 0.0206, val_loss: 0.0197, val_acc: 0.5470
Epoch [5/50], Loss: 0.0187, val_loss: 0.0188, val_acc: 0.5632
Epoch [6/50], Loss: 0.0173, val_loss: 0.0180, val_acc: 0.5879
Epoch [7/50], Loss: 0.0160, val_loss: 0.0165, val_acc: 0.6250
Epoch [8/50], Loss: 0.0148, val_loss: 0.0150, val_acc: 0.6625
Epoch [9/50], Loss: 0.0138, val_loss: 0.0146, val_acc: 0.6731
Epoch [10/50], Loss: 0.0130, val_loss: 0.0140, val_acc: 0.6831
Epoch [11/50], Loss: 0.0123, val_loss: 0.0133, val_acc: 0.6995
Epoch [12/50], Loss: 0.0115, val_loss: 0.0125, val_acc: 0.7189
Epoch [13/50], Loss: 0.0107, val_loss: 0.0131, val_acc: 0.7064
Epoch [14/50], Loss: 0.0099, val_loss: 0.0126, val_acc: 0.7244
Epoch [15/50], Loss: 0.0094, val_loss: 0.0124, val_acc: 0.7263
Epoch [16/50], Loss: 0.0087, val_loss: 0.0122, val_acc: 0.7345
Epoch [17/50], Loss: 0.0081, val_loss: 0.0118, val_acc: 0.7449
Epoch [18/50], Loss: 0.0075, val_loss: 0.0118, val_acc: 0.7428
Epoch [19/50], Loss: 0.0069, val_loss: 0.0118, val_acc: 0.7470
Epoch [20/50], Loss: 0.0063, val_loss: 0.0120, val_acc: 0.7473
Epoch [21/50], Loss: 0.0058, val_loss: 0.0115, val_acc: 0.7571
Epoch [22/50], Loss: 0.0054, val_loss: 0.0123, val_acc: 0.7472
Epoch [23/50], Loss: 0.0050, val_loss: 0.0121, val_acc: 0.7560
Epoch [24/50], Loss: 0.0045, val_loss: 0.0122, val_acc: 0.7591
Epoch [25/50], Loss: 0.0041, val_loss: 0.0124, val_acc: 0.7559
Epoch [26/50], Loss: 0.0038, val_loss: 0.0132, val_acc: 0.7503
Epoch [27/50], Loss: 0.0035, val_loss: 0.0129, val_acc: 0.7543
Epoch [28/50], Loss: 0.0032, val_loss: 0.0127, val_acc: 0.7623
Epoch [29/50], Loss: 0.0029, val_loss: 0.0135, val_acc: 0.7558
Epoch [30/50], Loss: 0.0026, val_loss: 0.0144, val_acc: 0.7464
Epoch [31/50], Loss: 0.0023, val_loss: 0.0141, val_acc: 0.7538
Epoch [32/50], Loss: 0.0020, val_loss: 0.0142, val_acc: 0.7530
Epoch [33/50], Loss: 0.0019, val_loss: 0.0148, val_acc: 0.7522
Epoch [34/50], Loss: 0.0017, val_loss: 0.0148, val_acc: 0.7582
Epoch [35/50], Loss: 0.0017, val_loss: 0.0144, val_acc: 0.7627
Epoch [36/50], Loss: 0.0015, val_loss: 0.0152, val_acc: 0.7590
Epoch [37/50], Loss: 0.0014, val_loss: 0.0148, val_acc: 0.7603
Epoch [38/50], Loss: 0.0013, val_loss: 0.0148, val_acc: 0.7657
Epoch [39/50], Loss: 0.0012, val_loss: 0.0148, val_acc: 0.7600
Epoch [40/50], Loss: 0.0011, val_loss: 0.0157, val_acc: 0.7634
Epoch [41/50], Loss: 0.0010, val_loss: 0.0150, val_acc: 0.7647
Epoch [42/50], Loss: 0.0010, val_loss: 0.0156, val_acc: 0.7660
Epoch [43/50], Loss: 0.0009, val_loss: 0.0158, val_acc: 0.7634
Epoch [44/50], Loss: 0.0008, val_loss: 0.0159, val_acc: 0.7666
Epoch [45/50], Loss: 0.0008, val_loss: 0.0156, val_acc: 0.7666
Epoch [46/50], Loss: 0.0007, val_loss: 0.0158, val_acc: 0.7689
Epoch [47/50], Loss: 0.0007, val_loss: 0.0163, val_acc: 0.7663
Epoch [48/50], Loss: 0.0006, val_loss: 0.0155, val_acc: 0.7732
Epoch [49/50], Loss: 0.0006, val_loss: 0.0168, val_acc: 0.7611
Epoch [50/50], Loss: 0.0006, val_loss: 0.0158, val_acc: 0.7698
elapsed time per epoch: 116.82
test_accuracy: 76.46 %
