Epoch [1/100], Loss: 0.0360, val_loss: 0.0361, val_acc: 0.1255
Epoch [64/100], Loss: 0.0233, val_loss: 0.0237, val_acc: 0.4602
Epoch [65/100], Loss: 0.0232, val_loss: 0.0235, val_acc: 0.4696
Epoch [66/100], Loss: 0.0231, val_loss: 0.0237, val_acc: 0.4618
Epoch [67/100], Loss: 0.0230, val_loss: 0.0232, val_acc: 0.4688
Epoch [68/100], Loss: 0.0230, val_loss: 0.0233, val_acc: 0.4679
Epoch [69/100], Loss: 0.0229, val_loss: 0.0231, val_acc: 0.4716
Epoch [70/100], Loss: 0.0228, val_loss: 0.0230, val_acc: 0.4748
Epoch [71/100], Loss: 0.0228, val_loss: 0.0229, val_acc: 0.4792
Epoch [72/100], Loss: 0.0227, val_loss: 0.0228, val_acc: 0.4807
Epoch [73/100], Loss: 0.0226, val_loss: 0.0230, val_acc: 0.4742
Epoch [74/100], Loss: 0.0225, val_loss: 0.0232, val_acc: 0.4762
Epoch [75/100], Loss: 0.0225, val_loss: 0.0228, val_acc: 0.4806
Epoch [76/100], Loss: 0.0224, val_loss: 0.0226, val_acc: 0.4886
Epoch [77/100], Loss: 0.0223, val_loss: 0.0227, val_acc: 0.4842
Epoch [78/100], Loss: 0.0223, val_loss: 0.0225, val_acc: 0.4894
Epoch [79/100], Loss: 0.0222, val_loss: 0.0230, val_acc: 0.4800
Epoch [80/100], Loss: 0.0221, val_loss: 0.0223, val_acc: 0.4986
Epoch [81/100], Loss: 0.0221, val_loss: 0.0226, val_acc: 0.4883
Epoch [82/100], Loss: 0.0220, val_loss: 0.0228, val_acc: 0.4852
Epoch [83/100], Loss: 0.0219, val_loss: 0.0222, val_acc: 0.4967
Epoch [84/100], Loss: 0.0219, val_loss: 0.0221, val_acc: 0.5021
Epoch [85/100], Loss: 0.0218, val_loss: 0.0222, val_acc: 0.4929
Epoch [86/100], Loss: 0.0217, val_loss: 0.0223, val_acc: 0.4939
Epoch [87/100], Loss: 0.0217, val_loss: 0.0221, val_acc: 0.4977
Epoch [88/100], Loss: 0.0216, val_loss: 0.0220, val_acc: 0.5031
Epoch [89/100], Loss: 0.0215, val_loss: 0.0218, val_acc: 0.5058
Epoch [90/100], Loss: 0.0215, val_loss: 0.0220, val_acc: 0.5026
Epoch [91/100], Loss: 0.0214, val_loss: 0.0222, val_acc: 0.4967
Epoch [92/100], Loss: 0.0214, val_loss: 0.0222, val_acc: 0.5008
Epoch [93/100], Loss: 0.0213, val_loss: 0.0218, val_acc: 0.5065
Epoch [94/100], Loss: 0.0212, val_loss: 0.0216, val_acc: 0.5141
Epoch [95/100], Loss: 0.0211, val_loss: 0.0216, val_acc: 0.5145
Epoch [96/100], Loss: 0.0211, val_loss: 0.0215, val_acc: 0.5144
Epoch [97/100], Loss: 0.0210, val_loss: 0.0215, val_acc: 0.5119
Epoch [98/100], Loss: 0.0210, val_loss: 0.0213, val_acc: 0.5195
Epoch [99/100], Loss: 0.0209, val_loss: 0.0214, val_acc: 0.5184
Epoch [100/100], Loss: 0.0208, val_loss: 0.0211, val_acc: 0.5269
test_accuracy: 52.72 %
