Epoch [1/100], Loss: 0.0359, val_loss: 0.0359, val_acc: 0.1282
Epoch [52/100], Loss: 0.0235, val_loss: 0.0243, val_acc: 0.4449
Epoch [53/100], Loss: 0.0234, val_loss: 0.0245, val_acc: 0.4409
Epoch [54/100], Loss: 0.0233, val_loss: 0.0241, val_acc: 0.4502
Epoch [55/100], Loss: 0.0232, val_loss: 0.0239, val_acc: 0.4545
Epoch [56/100], Loss: 0.0231, val_loss: 0.0239, val_acc: 0.4558
Epoch [57/100], Loss: 0.0230, val_loss: 0.0239, val_acc: 0.4564
Epoch [58/100], Loss: 0.0229, val_loss: 0.0239, val_acc: 0.4538
Epoch [59/100], Loss: 0.0228, val_loss: 0.0237, val_acc: 0.4616
Epoch [60/100], Loss: 0.0227, val_loss: 0.0236, val_acc: 0.4652
Epoch [61/100], Loss: 0.0226, val_loss: 0.0241, val_acc: 0.4516
Epoch [62/100], Loss: 0.0225, val_loss: 0.0237, val_acc: 0.4629
Epoch [63/100], Loss: 0.0224, val_loss: 0.0237, val_acc: 0.4618
Epoch [64/100], Loss: 0.0222, val_loss: 0.0237, val_acc: 0.4641
Epoch [65/100], Loss: 0.0222, val_loss: 0.0234, val_acc: 0.4698
Epoch [66/100], Loss: 0.0221, val_loss: 0.0235, val_acc: 0.4661
Epoch [67/100], Loss: 0.0220, val_loss: 0.0232, val_acc: 0.4717
Epoch [68/100], Loss: 0.0219, val_loss: 0.0232, val_acc: 0.4735
Epoch [69/100], Loss: 0.0218, val_loss: 0.0230, val_acc: 0.4806
Epoch [70/100], Loss: 0.0217, val_loss: 0.0230, val_acc: 0.4777
Epoch [71/100], Loss: 0.0216, val_loss: 0.0228, val_acc: 0.4821
Epoch [72/100], Loss: 0.0215, val_loss: 0.0229, val_acc: 0.4801
Epoch [73/100], Loss: 0.0214, val_loss: 0.0234, val_acc: 0.4701
Epoch [74/100], Loss: 0.0214, val_loss: 0.0227, val_acc: 0.4824
Epoch [75/100], Loss: 0.0212, val_loss: 0.0231, val_acc: 0.4762
Epoch [76/100], Loss: 0.0211, val_loss: 0.0233, val_acc: 0.4759
Epoch [77/100], Loss: 0.0210, val_loss: 0.0228, val_acc: 0.4844
Epoch [78/100], Loss: 0.0209, val_loss: 0.0227, val_acc: 0.4837
Epoch [79/100], Loss: 0.0209, val_loss: 0.0227, val_acc: 0.4834
Epoch [80/100], Loss: 0.0208, val_loss: 0.0227, val_acc: 0.4852
Epoch [81/100], Loss: 0.0207, val_loss: 0.0226, val_acc: 0.4864
Epoch [82/100], Loss: 0.0206, val_loss: 0.0232, val_acc: 0.4772
Epoch [83/100], Loss: 0.0205, val_loss: 0.0224, val_acc: 0.4946
Epoch [84/100], Loss: 0.0204, val_loss: 0.0221, val_acc: 0.4971
Epoch [85/100], Loss: 0.0204, val_loss: 0.0222, val_acc: 0.4975
Epoch [86/100], Loss: 0.0202, val_loss: 0.0224, val_acc: 0.4936
Epoch [87/100], Loss: 0.0202, val_loss: 0.0227, val_acc: 0.4881
Epoch [88/100], Loss: 0.0200, val_loss: 0.0222, val_acc: 0.4991
Epoch [89/100], Loss: 0.0200, val_loss: 0.0225, val_acc: 0.4952
Epoch [90/100], Loss: 0.0199, val_loss: 0.0221, val_acc: 0.4987
Epoch [91/100], Loss: 0.0198, val_loss: 0.0219, val_acc: 0.5039
Epoch [92/100], Loss: 0.0197, val_loss: 0.0220, val_acc: 0.5015
Epoch [93/100], Loss: 0.0197, val_loss: 0.0223, val_acc: 0.4966
Epoch [94/100], Loss: 0.0195, val_loss: 0.0220, val_acc: 0.5027
Epoch [95/100], Loss: 0.0194, val_loss: 0.0220, val_acc: 0.5040
Epoch [96/100], Loss: 0.0194, val_loss: 0.0217, val_acc: 0.5099
Epoch [97/100], Loss: 0.0193, val_loss: 0.0219, val_acc: 0.5011
Epoch [98/100], Loss: 0.0192, val_loss: 0.0225, val_acc: 0.4968
Epoch [99/100], Loss: 0.0191, val_loss: 0.0223, val_acc: 0.5013
Epoch [100/100], Loss: 0.0190, val_loss: 0.0218, val_acc: 0.5072
test_accuracy: 51.31 %
